exercise_name,muscle_group,difficulty,equipment,duration_min
Holman Hands-Elevated Straight Plank Pike,abdominals,2,bodyweight,40
Holman Alternating Rolling Elbow Plank,abdominals,2,bodyweight,40
Holman Elbow Plank Jack,abdominals,2,bodyweight,40
Holman Squat Thrust to Alternating Knee-In,abdominals,2,bodyweight,40
Holman Supine Double Pike,abdominals,2,bodyweight,40
Holman Elbow Plank Alternating Pike,abdominals,2,bodyweight,40
Holman Seated Killer Abs,abdominals,2,bodyweight,40
Holman Side Plank Hip Drop,abdominals,2,bodyweight,40
Holman Wide Hill Climber,abdominals,2,bodyweight,40
Holman Straight-Legged Bicycle,abdominals,2,bodyweight,40
Holman Stair Toe Tap,abdominals,2,bodyweight,40
Holman Elbow Plank Ninja,abdominals,2,bodyweight,40
Holman Traveling Stair Climb Push-Up,abdominals,2,bodyweight,40
Holman Hands-Elevated Burpee,abdominals,2,bodyweight,40
Holman Straight Plank Donkey Kick,abdominals,2,bodyweight,40
Holman Feet-Elevated Straight Plank Pike Pull,abdominals,2,bodyweight,40
Holman Towel Burpee,abdominals,2,bodyweight,40
Holman Elbow Plank to Alternating Side Plank Crunch,abdominals,2,bodyweight,40
Holman Straight-Legged Hip Raise,abdominals,2,bodyweight,40
Holman Feet-Elevated Hill Climber,abdominals,2,bodyweight,40
Holman Ninja Knee Hill Climber,abdominals,2,bodyweight,40
Holman Feet-Elevated Shoulder Tap,abdominals,2,bodyweight,40
Holman Feet-Elevated Hip Raise,abdominals,2,bodyweight,40
Holman Left Hand Right Foot Crab Reach,abdominals,2,bodyweight,40
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,abdominals,2,bodyweight,40
Holman Right Hand Left Foot Sleeping Crab,abdominals,2,bodyweight,40
Holman Left Hand Right Foot Sleeping Crab,abdominals,2,bodyweight,40
Holman Straight Plank with Alternating Leg Kick-Under,abdominals,2,bodyweight,40
Holman Right Hip Drop Push-Up,abdominals,2,bodyweight,40
Holman Right Side Diagonal Burpee,abdominals,2,bodyweight,40
Holman Left Hip Drop Push-Up,abdominals,2,bodyweight,40
Holman Right Leg 7-Up Crunch,abdominals,2,bodyweight,40
Holman Left Leg 7-Up Crunch,abdominals,2,bodyweight,40
Holman Straight Plank Jack,abdominals,2,bodyweight,40
Holman Feet-Elevated Couch Hill Climber,abdominals,2,bodyweight,40
Holman Feet-Elevated Right Side Plank,abdominals,2,bodyweight,40
Holman Alternating Up-Down Plank to Push-Up,abdominals,2,bodyweight,40
Holman Straight Plank Pike,abdominals,2,bodyweight,40
Holman Ninja Knee Straight Plank,abdominals,2,bodyweight,40
Holman Reverse Crunch to Hip Raise,abdominals,2,bodyweight,40
Holman Straight Plank Quick Reach,abdominals,2,bodyweight,40
Holman Alternating Diagonal Straight Plank,abdominals,2,bodyweight,40
Holman Feet-Elevated Left Side Plank,abdominals,2,bodyweight,40
Holman Right Hand Left Foot Crab Reach,abdominals,2,bodyweight,40
Holman Low-Impact Crab Kick,abdominals,2,bodyweight,40
Holman Alternating Crab Flip to Froggy Push-Up,abdominals,2,bodyweight,40
Holman High-Impact Crab Kick,abdominals,2,bodyweight,40
Holman Single-Leg Right Pike,abdominals,2,bodyweight,40
Holman Single-Leg Left Pike,abdominals,2,bodyweight,40
Holman Shoulder Tap to Hand Tap,abdominals,2,bodyweight,40
Holman Towel Reverse Plank Jack,abdominals,2,bodyweight,40
Holman Side-to-Side Twist,abdominals,2,bodyweight,40
Holman Crab Kick with Hop,abdominals,2,bodyweight,40
Holman Crab Reach to Crab Kick,abdominals,2,bodyweight,40
Holman Wide Squat Side-to-Side Obliques,abdominals,2,bodyweight,40
Holman Side Plank Crunch,abdominals,2,bodyweight,40
Total Fitness Ab Tuck,abdominals,2,bodyweight,40
Active hang from bar,abdominals,2,bodyweight,40
Cat-cow,abdominals,2,bodyweight,40
Crab walk,abdominals,2,bodyweight,40
Lunge with overhead reach,abdominals,2,bodyweight,40
Hang from bar,abdominals,2,bodyweight,40
Total Fitness Hollow Hold,abdominals,2,bodyweight,40
Total Fitness Side Plank,abdominals,2,bodyweight,40
Side plank pulse,abdominals,2,bodyweight,40
Total Fitness Spider Crawl (Unweighted),abdominals,2,bodyweight,40
Total Fitness V-Up,abdominals,2,bodyweight,40
MetaBurn Alternating Knee-to-Elbow Mountain Climber,abdominals,2,bodyweight,40
Alternating sit-through with crunch-,abdominals,2,bodyweight,40
MetaBurn Alternating Toe-Touch,abdominals,2,bodyweight,40
MetaBurn Janda Sit-Up,abdominals,2,bodyweight,40
MetaBurn Oblique Roll Crunch,abdominals,2,bodyweight,40
MetaBurn Plank Jack,abdominals,2,bodyweight,40
MetaBurn Plank To Alternating Side Plank,abdominals,2,bodyweight,40
MetaBurn Plank Up-Down,abdominals,2,bodyweight,40
MetaBurn Plank Wiper,abdominals,2,bodyweight,40
MetaBurn Plank With Alternating Toe-Touch,abdominals,2,bodyweight,40
MetaBurn Plyo Push-Up,abdominals,2,bodyweight,40
MetaBurn Psycho Crunch,abdominals,2,bodyweight,40
MetaBurn Scapular Retraction Plank,abdominals,2,bodyweight,40
MetaBurn Scapular Retraction Plank Hold,abdominals,2,bodyweight,40
MetaBurn Scorpion,abdominals,2,bodyweight,40
MetaBurn Side Crawler,abdominals,2,bodyweight,40
MetaBurn Side Plank Oblique Crunch,abdominals,2,bodyweight,40
MetaBurn Sit-Through,abdominals,2,bodyweight,40
MetaBurn Sit-Up To V-Up,abdominals,2,bodyweight,40
MetaBurn Sit-Up With Rotation,abdominals,2,bodyweight,40
MetaBurn Split-Leg Crunch,abdominals,2,bodyweight,40
MetaBurn Tabletop Hip Thrust,abdominals,2,bodyweight,40
MetaBurn Tabletop With Russian Kick,abdominals,2,bodyweight,40
MetaBurn Toe Driver Abs,abdominals,2,bodyweight,40
MetaBurn-V-Up,abdominals,2,bodyweight,40
X-body V-up,abdominals,2,bodyweight,40
MetaBurn Swivel Crunch,abdominals,2,bodyweight,40
Robertson Core-Engaged Dead Bug,abdominals,2,bodyweight,40
FYR2 Double-Under,abdominals,2,bodyweight,40
FYR2 Fire Feet with Burpee Tuck Jump Drill,abdominals,2,bodyweight,40
FYR2 Flutter Kick,abdominals,2,bodyweight,40
FYR2 Half-Moon,abdominals,2,bodyweight,40
FYR2 Leopard Crawl,abdominals,2,bodyweight,40
FYR2 Plank Alternating Front Step,abdominals,2,bodyweight,40
FYR2 Shoulder Tap,abdominals,2,bodyweight,40
Hand shift plank,abdominals,2,bodyweight,40
Cross-body plank march,abdominals,2,bodyweight,40
Bent-knee Copenhagen hip adduction,abdominals,2,bodyweight,40
Copenhagen plank,abdominals,2,bodyweight,40
ACFT Hanging leg tuck,abdominals,2,bodyweight,40
Alternating hanging knee raise,abdominals,2,bodyweight,40
Plank To Sphinx,abdominals,2,bodyweight,40
Twisting Mountain Climbers,abdominals,2,bodyweight,40
Jack Knives,abdominals,2,bodyweight,40
Hanging Leg Raises,abdominals,2,bodyweight,40
Dumbbell suitcase crunch,abdominals,2,medicine ball,40
Medicine ball rotational throw,abdominals,2,medicine ball,40
Hollow-hold ball toss,abdominals,2,medicine ball,40
Partner front Russian twist and pass,abdominals,1,medicine ball,40
Sit-up with single-arm overhand throw,abdominals,2,medicine ball,25
Medicine ball partner twist,abdominals,2,medicine ball,25
Partner side Russian twist and pass,abdominals,1,medicine ball,40
Medicine ball half moon,abdominals,2,medicine ball,40
Exercise ball roll-out,abdominals,2,medicine ball,40
Medicine ball pass,abdominals,2,medicine ball,40
Partner medicine ball sit-up,abdominals,2,medicine ball,40
Medicine ball Russian twist,abdominals,2,medicine ball,40
30 Medicine Ball Slam,abdominals,2,medicine ball,40
Medicine ball twist,abdominals,2,medicine ball,40
FYR2 Medicine Ball Complex,abdominals,2,medicine ball,40
FYR2 Medicine Ball Fire-Feet Drill,abdominals,2,medicine ball,40
FYR2 Medicine Ball Knees-to-Chest,abdominals,2,medicine ball,40
FYR2 Medicine Ball Mountain Climber,abdominals,2,medicine ball,40
Decline oblique crunch,abdominals,2,bodyweight,40
Decline sit-up,abdominals,2,bodyweight,40
Hanging Windshield Wiper,abdominals,2,bodyweight,40
Exercise Ball Pull-In,abdominals,2,exercise ball,40
Exercise ball crunch,abdominals,2,exercise ball,40
Feet-elevated crunch,abdominals,2,exercise ball,40
Weighted Ball Side Bend,abdominals,1,exercise ball,40
Swiss Ball Ab Roll-Out,abdominals,2,exercise ball,40
Exercise ball squat and twist,abdominals,2,exercise ball,40
Swiss Ball V-Up With Foot Pass,abdominals,2,exercise ball,40
Exercise ball pike,abdominals,2,exercise ball,40
Exercise ball bird dog,abdominals,2,exercise ball,40
Exercise ball superman,abdominals,2,exercise ball,40
BOSU cross-body crunch,abdominals,2,exercise ball,40
Exercise Ball Knee Tuck - Gethin Varation,abdominals,2,exercise ball,40
Alternating Exercise Ball Knee Tucks - Gethin Variation,abdominals,2,exercise ball,40
AM Ball Crunch,abdominals,2,exercise ball,40
30 Bosu Cable Reverse Crunch,abdominals,2,exercise ball,40
BOSU knee tuck,abdominals,2,exercise ball,40
30 Side Plank On Ball,abdominals,2,exercise ball,40
Hanging exercise ball leg raise,abdominals,2,exercise ball,40
Taylor Exercise Ball Stir-The-Pot,abdominals,2,exercise ball,40
FYR2 Air Ball,abdominals,2,exercise ball,40
Feet-elevated plank on ball,abdominals,2,exercise ball,40
Band Hip Adductions,adductors,1,bands,40
Lateral Band Walk,abductors,2,bands,40
FYR2 Standing Banded Leg Abduction,abductors,2,bands,40
Iliotibial band SMR,abductors,2,foam roll,20
Adductor SMR,adductors,1,foam roll,20
Lying Bent Leg Groin,adductors,1,other,20
Lateral box jump,adductors,2,other,25
Thigh adductor,adductors,2,machine,40
Thigh abductor,abductors,2,machine,40
Standing Hip Circles,abductors,1,bodyweight,20
Groiners,adductors,1,bodyweight,20
Fire Hydrant,abductors,1,bodyweight,40
Windmills,abductors,2,bodyweight,20
Side Leg Raises,adductors,1,bodyweight,20
Lateral hop,adductors,2,bodyweight,25
Monster Walk,abductors,2,bodyweight,40
Side Lying Groin Stretch,adductors,2,bodyweight,20
IT Band and Glute Stretch,abductors,2,bodyweight,20
Single-leg lying cross-over stretch,abductors,1,bodyweight,20
Carioca quick step,adductors,2,bodyweight,25
Standing hip circle,abductors,2,bodyweight,20
Lateral cone hop,adductors,2,bodyweight,25
Side-To-Side Adductor Stretch,adductors,2,bodyweight,40
Dynamic pigeon stretch,abductors,2,bodyweight,40
Cross-over jack,abductors,2,bodyweight,40
Traveling thigh killa,abductors,2,bodyweight,40
FYR Thigh Killa,abductors,2,bodyweight,40
HM Straddle Stretch,abductors,2,bodyweight,20
HM Right Leg Swing,abductors,2,bodyweight,20
HM Right Side-Kick,abductors,2,bodyweight,20
HM Frog Stretch,abductors,2,bodyweight,40
HM Kick-Out,abductors,2,bodyweight,40
HM Left Leg Swing,adductors,2,bodyweight,40
UNS Foam Roll Adductor,adductors,2,bodyweight,40
MetaBurn Groiner,abductors,2,bodyweight,40
Side-lying leg adduction scissor,adductors,2,bodyweight,40
Groin and Back Stretch,adductors,1,bodyweight,20
Adductor/Groin,adductors,1,bodyweight,20
Incline dumbbell biceps curl,biceps,2,bands,40
Banded biceps curl in squat position,biceps,2,bands,40
Banded Hammer Press - Gethin Variation,biceps,2,bands,40
Band standing concentration curl,biceps,2,bands,40
Brachialis SMR,biceps,1,foam roll,20
Wide-grip barbell curl,biceps,1,barbell,40
EZ-bar spider curl,biceps,2,barbell,40
Barbell Curl,biceps,2,barbell,40
Close-grip EZ-bar curl,biceps,1,barbell,40
Preacher Curl,biceps,2,barbell,40
Barbell Curls Lying Against An Incline,biceps,1,barbell,40
Seated Close-Grip Concentration Barbell Curl,biceps,1,barbell,40
Close-grip barbell curl,biceps,1,barbell,40
Drag curl,biceps,1,barbell,40
Reverse-grip barbell curl,biceps,2,barbell,40
Lying High Bench Barbell Curl,biceps,1,barbell,40
Seated wide-grip curl to close-grip curl,biceps,1,barbell,40
Seated Straigh-Bar Curl Superset,biceps,1,barbell,40
Dave Draper Forehead Curl,biceps,2,barbell,40
Reverse-grip EZ-bar curl,biceps,2,barbell,40
EZ-Bar Spider Curl - Gethin Variation,biceps,2,barbell,40
Barbell curl-,biceps,2,barbell,40
Paul Carter Barbell Curl,biceps,2,barbell,40
Standing band biceps curl,biceps,2,barbell,40
Close-Grip EZ-Bar Curl - Gethin Variation,biceps,2,barbell,40
Seated Barbell Curl,biceps,2,barbell,40
AM Standing Barbell Curl,biceps,2,barbell,40
EZ-bar preacher curl,biceps,2,barbell,40
30 Arms Standing Barbell Curl,biceps,2,barbell,40
30 Arms Incline Biceps Curl,biceps,2,barbell,40
"Bicep Curls ""21s""",biceps,2,barbell,40
Incline Hammer Curls,biceps,1,dumbbell,40
Hammer Curls,biceps,2,dumbbell,40
Biceps curl to shoulder press,biceps,1,dumbbell,40
Concentration curl,biceps,2,dumbbell,40
Flexor Incline Dumbbell Curls,biceps,1,dumbbell,40
Dumbbell Bicep Curl,biceps,2,dumbbell,40
Cross-body hammer curl,biceps,1,dumbbell,40
Dumbbell Alternate Bicep Curl,biceps,2,dumbbell,40
Single-arm dumbbell preacher curl,biceps,2,dumbbell,40
Alternate Incline Dumbbell Curl,biceps,2,dumbbell,40
Standing concentration curl,biceps,1,dumbbell,40
Alternating incline dumbbell biceps curl,biceps,2,dumbbell,40
Alternate Hammer Curl,biceps,2,dumbbell,40
Seated dumbbell biceps curl,biceps,2,dumbbell,40
Preacher Hammer Dumbbell Curl,biceps,1,dumbbell,40
Dumbbell preacher curl,biceps,2,dumbbell,40
Lying Supine Dumbbell Curl,biceps,1,dumbbell,40
Standing Dumbbell Reverse Curl,biceps,1,dumbbell,40
Palms-out incline biceps curl,biceps,1,dumbbell,40
Straight-arm plank with biceps curl,biceps,1,dumbbell,40
Face-down incline dumbbell biceps curl,biceps,1,dumbbell,40
Seated Dumbbell Inner Biceps Curl,biceps,1,dumbbell,40
Standing Inner-Biceps Curl,biceps,1,dumbbell,40
Seated hammer curl,biceps,2,dumbbell,40
Paul Carter Incline Dumbbell Biceps Curl,biceps,2,dumbbell,40
Paul Carter Concentration Curl,biceps,2,dumbbell,40
FYR Dumbbell Curl,biceps,2,dumbbell,40
Dumbbell biceps curl to upright row,biceps,2,dumbbell,40
FYR Dumbbell Hammer Curl,biceps,2,dumbbell,40
Dumbbell overhead hold with single-arm curl,biceps,2,dumbbell,40
FYR Kneeling Biceps,biceps,2,dumbbell,40
Lunge hold dumbbell curl,biceps,2,dumbbell,40
FYR Dumbbell Biceps Curl,biceps,2,dumbbell,40
Alternating dumbbell snatch,biceps,2,dumbbell,40
TBS Incline Dumbbell Curl,biceps,2,dumbbell,40
TBS Hammer Curl,biceps,2,dumbbell,40
Reverse-grip dumbbell curl,biceps,2,dumbbell,40
Incline Dumbbell Curl - Gethin Variation,biceps,2,dumbbell,40
Hammer curl,biceps,2,dumbbell,40
Seated Dumbbell Curl - Gethin Variation,biceps,2,dumbbell,40
Dumbbell Hammer Curl - Gethin Variation,biceps,2,dumbbell,40
Single-arm seated dumbbell curl,biceps,2,dumbbell,40
Lying Cable Curl - Gethin Variation,biceps,2,dumbbell,40
Dumbbell biceps curl,biceps,2,dumbbell,40
Seated Biceps Hammer Curl,biceps,2,dumbbell,40
HM Alternating Reverse Lunge With Biceps Curl,biceps,2,dumbbell,40
AM Hammer Curls,biceps,2,dumbbell,40
AM Seated Hammer Curls,biceps,2,dumbbell,40
Seated alternating biceps curl,biceps,2,dumbbell,40
Alternating hammer curl,biceps,2,dumbbell,40
Alternating biceps curl,biceps,2,dumbbell,40
Holman Slow Biceps Curl,biceps,2,dumbbell,40
Holman Biceps Curl to Chest Punch,biceps,2,dumbbell,40
Holman Right Arm Heavy Biceps Curl,biceps,2,dumbbell,40
Holman Left Arm Heavy Biceps Curl,biceps,2,dumbbell,40
Holman Alternating Front Lunge Biceps Curl,biceps,2,dumbbell,40
Holman Weighted Double-Time Biceps Curl,biceps,2,dumbbell,40
Holman Heavy Right Arm Biceps Curl,biceps,2,dumbbell,40
Holman Heavy Left Arm Biceps Curl,biceps,2,dumbbell,40
MetaBurn Dumbbell Drag Curl,biceps,2,dumbbell,40
MetaBurn Hammer Curl to Overhead Press,biceps,2,dumbbell,40
MetaBurn Biceps Curl To Lateral Raise,biceps,2,dumbbell,40
FYR2 Alternating Dumbbell Curl,biceps,2,dumbbell,40
FYR2 Pulse Biceps Curl,biceps,2,dumbbell,40
FYR2 Seesaw Dumbbell Biceps Curl,biceps,2,dumbbell,40
FYR2 Single-Dumbbell Biceps Curl,biceps,2,dumbbell,40
FYR2 Dumbbell Curl-Row Complex,biceps,2,dumbbell,40
30 Arms Standing Dumbbell Hammer Curl 21s,biceps,2,dumbbell,40
30 Arms Standing Biceps Curl,biceps,2,dumbbell,40
30 Arms Standing Alternating Hammer Curl,biceps,2,dumbbell,40
30 Arms Standing Alternating Biceps Curl,biceps,2,dumbbell,40
30 Arms Single-Arm Hammer Preacher Curl,biceps,2,dumbbell,40
30 Arms Single-Arm Dumbbell Preacher Curl,biceps,2,dumbbell,40
30 Arms Seated Dumbbell Concentration Curl,biceps,2,dumbbell,40
30 Arms Seated Biceps Curl,biceps,2,dumbbell,40
30 Arms Seated Alternating Biceps Curl,biceps,2,dumbbell,40
30 Arms Incline Hammer Curl,biceps,2,dumbbell,40
30 Arms Incline Dumbbell Triceps Extension,biceps,2,dumbbell,40
30 Arms Hammer Curl,biceps,2,dumbbell,40
Reverse Plate Curls,biceps,1,other,40
Standing Biceps Stretch,biceps,1,other,20
Suspended Curl,biceps,1,other,40
Plate hammer curl,biceps,1,other,40
Barbell spider curl,biceps,2,other,40
Barbell forehead curl,biceps,2,other,40
Overhead cable curl,biceps,2,cable,40
Standing One-Arm Cable Curl,biceps,1,cable,40
Reverse Cable Curl,biceps,1,cable,40
Standing Biceps Cable Curl,biceps,2,cable,40
Cable rope hammer curl,biceps,2,cable,40
Lying cable biceps curl,biceps,1,cable,40
Cable rope preacher hammer curl,biceps,1,cable,40
Lying Close-Grip Bar Curl On High Pulley,biceps,1,cable,40
Cable EZ-Bar Preacher Curl - Gethin Variation,biceps,2,cable,40
Squatting cable EZ-bar biceps curl,biceps,2,cable,40
Cable straight-bar biceps curl,biceps,2,cable,40
Standing reverse-grip cable curl,biceps,2,cable,40
Lying high-cable biceps curl,biceps,2,cable,40
High-Pulley Cable Curl - Gethin Variation,biceps,2,cable,40
Standing High Cable Curl - Gethin Variation,biceps,2,cable,40
High Cable Curls,biceps,2,cable,40
Seated cable biceps curl,biceps,2,cable,40
Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,biceps,2,cable,40
Standing Cable Curl - Gethin Variation,biceps,2,cable,40
Double Arm Cable Biceps Curl,biceps,2,cable,40
AM Cable Biceps Curl,biceps,2,cable,40
Single-arm cable biceps curl,biceps,2,cable,40
UP Cable Curl With Straight Bar,biceps,2,cable,40
30 Arms Cable Rope Hammer Curl,biceps,2,cable,40
30 Arms Squatting Cable Straight-Bar Curl,biceps,2,cable,40
30 Arms High Cable Curl,biceps,2,cable,40
30 Arms Cable Straight-Bar Curl,biceps,2,cable,40
30 Arms Cable Concentration Curl,biceps,2,cable,40
30 Arms BFR High Cable Curl,biceps,2,cable,40
BFR cable rope hammer curl,biceps,2,cable,40
Machine Bicep Curl,biceps,1,machine,40
Machine Preacher Curls,biceps,1,machine,40
Single-arm machine preacher curl,biceps,2,machine,40
Machine preacher curl,biceps,2,machine,40
Smith machine drag curl,biceps,2,machine,40
30 Arms BFR Machine Preacher Curl,biceps,2,machine,40
Seated Biceps,biceps,1,bodyweight,20
TBS Chin-Up,biceps,2,bodyweight,40
Pull-up - Gethin Variation,biceps,2,bodyweight,40
UN Pull-Up Supinated,biceps,2,bodyweight,40
UN Pull-Up Pronated,biceps,2,bodyweight,40
UN Pull-Up Neutral,biceps,2,bodyweight,40
EZ-Bar Curl,biceps,2,e-z curl bar,40
Reverse Barbell Preacher Curls,biceps,1,e-z curl bar,40
Close-Grip EZ-Bar Curl with Band,biceps,1,e-z curl bar,40
Standing EZ-Bar Curl - Gethin Variation,biceps,2,e-z curl bar,40
TBS EZ-Bar Curl,biceps,2,e-z curl bar,40
Standing EZ-bar curl,biceps,2,e-z curl bar,40
30 Arms Standing Overhand EZ-Bar Curl,biceps,2,e-z curl bar,40
30 Arms EZ-Bar Spider Curl,biceps,2,e-z curl bar,40
30 Arms EZ-Bar Preacher Curl,biceps,2,e-z curl bar,40
30 Arms Standing EZ-Bar Curl,biceps,2,e-z curl bar,40
Calf Raises - With Bands,calves,1,bands,40
Peroneals Stretch,calves,2,bands,20
Posterior Tibialis Stretch,calves,2,bands,20
Calf SMR,calves,1,foam roll,20
Rocking Standing Calf Raise,calves,1,barbell,40
Standing barbell calf raise,calves,1,barbell,40
Barbell Seated Calf Raise,calves,1,barbell,40
Smith machine standing calf raise,calves,2,barbell,40
Calf Raise On A Dumbbell,calves,1,dumbbell,40
Standing Dumbbell Calf Raise,calves,2,dumbbell,40
Single-leg standing dumbbell calf raise,calves,2,dumbbell,40
Dumbbell walking calf raise,calves,2,dumbbell,40
Balance Board,calves,1,other,40
Weighted donkey calf raise,calves,2,other,40
Anterior Tibialis-SMR,calves,1,other,20
Foot-SMR,calves,1,other,20
Agility Ladder,calves,2,other,30
Single-leg machine seated calf raise,calves,2,other,40
Smith Machine Calf Raise,calves,2,machine,40
Standing Calf Raises,calves,1,machine,40
Seated Calf Raise,calves,2,machine,40
Calf Press On The Leg Press Machine,calves,2,machine,40
Calf Press,calves,1,machine,40
Smith Machine Reverse Calf Raises,calves,1,machine,40
Seated Single-Leg Calf Press - Gethin Variation,calves,2,machine,40
Seated Calf Raise - Gethin Variation,calves,2,machine,40
Donkey Calf Raise - Gethin Variation,calves,2,machine,40
Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,calves,2,machine,40
Calf Press On A Hack Squat Machine - Gethin Variation,calves,2,machine,40
Smith Machine Standing Calf Raises - Gethin Variation,calves,2,machine,40
Hack squat calf raise,calves,2,machine,40
Seated Calf Press - Gethin Variation,calves,2,machine,40
Leg press calf raise,calves,2,machine,40
Machine seated calf raise,calves,2,machine,40
30 Legs Seated Calf Raise,calves,2,machine,40
30 Legs Standing Calf Raise,calves,2,machine,40
Peroneals-SMR,calves,2,bodyweight,20
Knee Circles,calves,1,bodyweight,20
Standing Gastrocnemius Calf Stretch,calves,2,bodyweight,20
Wall calf stretch,calves,2,bodyweight,20
Seated Calf Stretch,calves,2,bodyweight,20
Standing Calf Raise,calves,2,bodyweight,40
Standing calf raise-,calves,2,bodyweight,40
HM Left Calf-Spike Sumo Pulse,calves,2,bodyweight,40
Ankle Circles,calves,1,bodyweight,20
Calf Stretch Elbows Against Wall,calves,1,bodyweight,20
Standing Soleus And Achilles Stretch,calves,1,bodyweight,20
Cross Over - With Bands,chest,1,bands,40
Bench Press - With Bands,chest,1,bands,40
Bench Press With Short Bands,chest,1,bands,30
Feet-Elevated TRX Push-Up,chest,1,bands,40
Band-suspended kettlebell bench press,chest,2,bands,40
HM Banded Cross-Over Pull,chest,2,bands,40
Rusin Band Pull-Apart,chest,2,bands,40
UNS Banded Push-Up,chest,2,bands,40
Taylor Band-Assisted One-Arm Push-Up,chest,2,bands,40
Incline band bench press,chest,2,bands,40
Band push-up,chest,2,bands,40
Band chest fly,chest,2,bands,40
Close-grip bench press,chest,2,barbell,40
Barbell Bench Press - Medium Grip,chest,2,barbell,40
Decline barbell bench press,chest,2,barbell,40
Wide-grip bench press,chest,1,barbell,40
Wide-Grip Decline Barbell Bench Press,chest,1,barbell,40
Barbell Incline Bench Press Medium-Grip,chest,2,barbell,40
Neck Press,chest,1,barbell,40
Front Raise And Pullover,chest,1,barbell,40
Board bench press,chest,2,barbell,30
Barbell Bench Press-Wide Grip,chest,1,barbell,40
Wide-Grip Decline Barbell Pullover,chest,1,barbell,40
Barbell Guillotine Bench Press,chest,1,barbell,40
Paul Carter Incline Bench Press,chest,2,barbell,40
Incline bench press,chest,2,barbell,40
Bench press,chest,2,barbell,40
TBS Close-Grip Bench Press,chest,2,barbell,40
AM Flat Bench Barbell Press,chest,2,barbell,40
UP Bench Press,chest,2,barbell,40
UP Close-Grip Bench Press,chest,2,barbell,40
King Maker Barbell Bench Press,chest,2,barbell,40
King Maker Incline Barbell Bench Press,chest,2,barbell,40
30 Chest Incline Barbell Bench Press,chest,2,barbell,40
30 Chest Barbell Bench Press,chest,2,barbell,40
30 Chest 30-Degree Incline Dumbbell Press,chest,2,barbell,40
Spoto press,chest,2,barbell,40
Kettlebell plyo push-up,chest,2,kettlebells,40
Extended Range One-Arm Kettlebell Floor Press,chest,1,kettlebells,40
Kettlebell alternating floor press,chest,1,kettlebells,40
One-Arm Kettlebell Floor Press,chest,1,kettlebells,40
Leg-Over Floor Press,chest,1,kettlebells,40
FYR2 Push-Up to Kettlebell Hike Combo,chest,2,kettlebells,40
Pushups,chest,2,bodyweight,40
Incline Push-Up,chest,2,bodyweight,40
Hands-elevated push-up,chest,1,bodyweight,40
Decline Push-Up,chest,2,bodyweight,40
Single-Arm Push-Up,chest,1,bodyweight,40
Close push-up to wide push-up,chest,2,bodyweight,40
Wide-grip hands-elevated push-up,chest,1,bodyweight,40
Push-Ups With Feet On An Exercise Ball,chest,2,bodyweight,40
Feet-elevated push-up,chest,2,bodyweight,40
Isometric Wipers,chest,1,bodyweight,40
Clock push-up,chest,1,bodyweight,40
Incline Push-Up Depth Jump,chest,2,bodyweight,25
Push-Up Wide,chest,1,bodyweight,40
Sphinx push-up,chest,2,bodyweight,40
Close-Hands Push-Up,chest,1,bodyweight,40
Tiger-bend push-up,chest,1,bodyweight,40
Plyo push-up,chest,1,bodyweight,25
Close-grip hands-elevated push-up,chest,2,bodyweight,40
Suspended push-up,chest,2,bodyweight,40
Push Up to Side Plank,chest,2,bodyweight,40
Isometric Chest Squeezes,chest,1,bodyweight,25
Side-to-side push-up,chest,1,bodyweight,40
Typewriter push-up,chest,1,bodyweight,40
Diamond push-up,chest,2,bodyweight,40
Judo push-up,chest,1,bodyweight,40
Superman Push-Up,chest,1,bodyweight,25
Wide push-up,chest,1,bodyweight,40
One-Arm Push-Up,chest,1,bodyweight,40
Clapping Push-Up,chest,1,bodyweight,25
Staggered push-up,chest,1,bodyweight,40
Reverse-grip hands-elevated push-up,chest,1,bodyweight,40
Triple Clap Push-Up,chest,1,bodyweight,25
Side kick-through push-up,chest,2,bodyweight,40
Swimming,chest,2,bodyweight,30
FYR Push-Up,chest,2,bodyweight,40
Frog push-up,chest,2,bodyweight,40
Wide push-up plank hold,chest,2,bodyweight,40
Close push-up,chest,2,bodyweight,40
Push-Up - Gethin Variation,chest,2,bodyweight,40
HM Incline Push-Up On Chair,chest,2,bodyweight,40
HM Push-Up,chest,2,bodyweight,40
HM Push-Plank,chest,2,bodyweight,40
AM Chest Dips,chest,2,bodyweight,40
Push-up,chest,2,bodyweight,40
UP Push-up,chest,2,bodyweight,40
UN Push-Up,chest,2,bodyweight,40
UNS Foam Roll Pecs,chest,2,bodyweight,40
UN Hands Elevated Push-Up,chest,2,bodyweight,40
Holman Seal Drag to Push-Up,chest,2,bodyweight,40
Holman Hand-Elevated Push-Up with Hand Row,chest,2,bodyweight,40
Holman Push-Up,chest,2,bodyweight,40
Holman Slow Hips-Up Chest Press,chest,2,bodyweight,40
Holman Jump-Out Push-Up with Hand Hop Back,chest,2,bodyweight,40
Holman Froggy Push-Up to Donkey Kick,chest,2,bodyweight,40
Holman Push-Up to Sit Back,chest,2,bodyweight,40
Holman Sit Back Push-Up,chest,2,bodyweight,40
Holman Alternating Staggered Push-Up,chest,2,bodyweight,40
Holman Foot-Up Diving Push-Up,chest,2,bodyweight,40
